supplier_id,record_date,severity_level,category_of_violation,root_cause_category,corrective_actions_suggested,affected_product,process_involved,tone_of_letter,length_of_letter,deadline_for_resolution,resolution_status,follow_up_actions
S762,2024-09-20,Critical,Safety,Human Error,1,Product B,Packaging,Urgent,163,22,Resolved,1
S762,2023-05-10,Moderate,Documentation,Human Error,1,Product A,Packaging,Formal,458,3,Pending,1
S762,2024-01-24,Minor,Safety,Human Error,0,Product D,Shipping,Formal,404,26,Unresolved,0
S762,2024-12-13,Minor,Regulatory,Process Failure,1,Product C,Manufacturing,Warning,832,21,Unresolved,1
S762,2024-12-26,Minor,Quality,Process Failure,0,Product C,Packaging,Warning,141,15,Unresolved,1
S762,2023-12-19,Minor,Documentation,Process Failure,1,Product C,Manufacturing,Urgent,968,22,Unresolved,1
S762,2024-02-07,Moderate,Safety,Process Failure,1,Product C,Packaging,Formal,735,4,Unresolved,1
S762,2024-04-30,Moderate,Regulatory,Process Failure,0,Product C,Manufacturing,Warning,874,24,Pending,1
S762,2024-08-07,Minor,Quality,Human Error,0,Product B,Packaging,Warning,150,7,Pending,1
S762,2023-02-24,Moderate,Regulatory,Human Error,1,Product A,Packaging,Warning,811,5,Unresolved,1
S762,2024-10-18,Moderate,Regulatory,Equipment Malfunction,0,Product B,Packaging,Formal,635,19,Pending,1
S762,2024-01-22,Critical,Safety,Human Error,1,Product B,Manufacturing,Urgent,553,22,Pending,0
S762,2024-06-14,Minor,Safety,Human Error,0,Product C,Shipping,Formal,424,18,Resolved,1
S762,2023-09-12,Minor,Quality,Human Error,0,Product A,Testing,Urgent,223,19,Pending,0
S762,2023-10-22,Moderate,Quality,Human Error,0,Product D,Manufacturing,Formal,195,20,Pending,0
S763,2024-06-27,Minor,Documentation,Human Error,0,Product D,Shipping,Formal,358,6,Unresolved,0
S763,2024-04-23,Moderate,Safety,Human Error,0,Product C,Packaging,Urgent,227,15,Resolved,1
S763,2024-05-14,Critical,Documentation,Human Error,0,Product B,Testing,Formal,483,7,Unresolved,0
S763,2023-03-31,Moderate,Quality,Human Error,0,Product B,Shipping,Warning,880,22,Unresolved,0
S763,2024-05-14,Critical,Regulatory,Process Failure,1,Product A,Testing,Formal,238,9,Unresolved,1
S763,2023-07-25,Moderate,Regulatory,Human Error,1,Product A,Manufacturing,Urgent,925,26,Unresolved,1
S763,2023-09-20,Moderate,Safety,Equipment Malfunction,1,Product C,Packaging,Formal,949,2,Unresolved,1
S763,2024-01-08,Critical,Documentation,Equipment Malfunction,0,Product C,Shipping,Warning,198,1,Unresolved,0
S763,2024-09-04,Minor,Documentation,Process Failure,1,Product A,Testing,Urgent,506,5,Pending,1
S763,2023-06-25,Moderate,Safety,Equipment Malfunction,1,Product C,Packaging,Urgent,295,14,Resolved,1
S763,2024-11-05,Minor,Safety,Human Error,1,Product B,Packaging,Urgent,837,19,Resolved,0
S763,2023-03-23,Minor,Quality,Equipment Malfunction,1,Product A,Testing,Formal,415,3,Resolved,0
S763,2023-05-02,Critical,Safety,Human Error,0,Product A,Shipping,Urgent,305,5,Unresolved,0
S763,2023-05-11,Moderate,Quality,Equipment Malfunction,0,Product D,Shipping,Warning,941,19,Resolved,1
S763,2024-11-14,Moderate,Quality,Process Failure,0,Product D,Manufacturing,Urgent,655,1,Unresolved,0
S763,2023-06-06,Moderate,Documentation,Equipment Malfunction,0,Product C,Packaging,Urgent,967,22,Pending,1
S763,2024-09-10,Critical,Safety,Equipment Malfunction,0,Product C,Packaging,Warning,270,25,Unresolved,0
S763,2023-03-28,Minor,Safety,Process Failure,1,Product C,Manufacturing,Warning,804,29,Resolved,1
S763,2023-02-17,Moderate,Regulatory,Process Failure,0,Product B,Testing,Warning,455,15,Pending,0
S763,2024-04-24,Minor,Documentation,Human Error,1,Product B,Packaging,Formal,973,3,Pending,0
S763,2024-08-28,Moderate,Documentation,Human Error,0,Product D,Testing,Formal,929,5,Pending,1
S763,2023-04-19,Critical,Quality,Equipment Malfunction,1,Product B,Manufacturing,Formal,892,29,Pending,1
S763,2024-04-26,Critical,Regulatory,Equipment Malfunction,0,Product C,Manufacturing,Warning,136,21,Resolved,0
S763,2024-09-22,Critical,Documentation,Equipment Malfunction,1,Product C,Testing,Warning,333,16,Unresolved,1
S763,2024-12-30,Critical,Documentation,Human Error,1,Product B,Packaging,Warning,201,1,Pending,0
S763,2024-11-12,Moderate,Quality,Equipment Malfunction,1,Product C,Manufacturing,Urgent,762,13,Unresolved,0
S763,2023-09-09,Moderate,Regulatory,Equipment Malfunction,1,Product C,Shipping,Urgent,833,29,Pending,0
S763,2023-10-14,Critical,Regulatory,Equipment Malfunction,1,Product D,Manufacturing,Warning,341,1,Pending,1
S763,2024-05-10,Moderate,Regulatory,Human Error,1,Product C,Packaging,Warning,609,16,Resolved,0
S763,2024-02-18,Minor,Documentation,Human Error,0,Product A,Packaging,Urgent,886,24,Unresolved,0
S763,2024-04-23,Minor,Documentation,Human Error,1,Product B,Shipping,Warning,188,6,Unresolved,1
S763,2023-02-10,Moderate,Documentation,Process Failure,0,Product B,Packaging,Formal,550,23,Pending,0
S763,2024-05-11,Critical,Safety,Process Failure,0,Product C,Shipping,Urgent,696,26,Pending,1
S763,2024-06-12,Moderate,Quality,Human Error,0,Product A,Shipping,Warning,200,20,Resolved,0
S763,2024-08-20,Minor,Safety,Human Error,0,Product D,Testing,Urgent,143,1,Resolved,1
S763,2023-08-29,Moderate,Regulatory,Equipment Malfunction,1,Product A,Packaging,Urgent,772,4,Unresolved,0
S763,2024-12-20,Moderate,Quality,Process Failure,1,Product D,Shipping,Warning,974,24,Unresolved,0
S763,2024-06-09,Minor,Regulatory,Equipment Malfunction,0,Product A,Packaging,Formal,655,3,Pending,0
S763,2024-07-08,Minor,Documentation,Process Failure,1,Product D,Testing,Urgent,179,12,Unresolved,1
S763,2023-03-21,Critical,Regulatory,Human Error,0,Product C,Testing,Formal,426,23,Resolved,0
S763,2024-07-18,Minor,Quality,Process Failure,1,Product D,Packaging,Formal,840,10,Unresolved,1
S763,2024-09-25,Moderate,Regulatory,Equipment Malfunction,0,Product A,Shipping,Urgent,308,23,Unresolved,0
S764,2024-08-23,Critical,Safety,Human Error,0,Product C,Shipping,Formal,191,2,Pending,1
S764,2023-07-21,Minor,Safety,Process Failure,0,Product B,Packaging,Urgent,916,14,Pending,1
S764,2023-05-02,Critical,Regulatory,Process Failure,0,Product D,Manufacturing,Urgent,506,1,Pending,1
S764,2023-04-15,Minor,Documentation,Equipment Malfunction,0,Product D,Shipping,Urgent,657,17,Pending,0
S764,2024-10-29,Minor,Regulatory,Human Error,1,Product A,Packaging,Urgent,104,14,Resolved,0
S764,2024-06-29,Minor,Documentation,Process Failure,1,Product B,Shipping,Formal,136,27,Pending,0
S764,2024-05-13,Moderate,Regulatory,Process Failure,0,Product C,Packaging,Urgent,144,6,Unresolved,1
S764,2024-04-04,Minor,Documentation,Human Error,1,Product D,Testing,Formal,239,11,Unresolved,0
S764,2023-08-19,Moderate,Safety,Human Error,0,Product D,Testing,Urgent,366,8,Resolved,1
S764,2023-09-29,Moderate,Quality,Human Error,0,Product D,Testing,Formal,199,28,Unresolved,0
S764,2023-02-21,Critical,Regulatory,Process Failure,0,Product C,Packaging,Urgent,142,14,Unresolved,1
S764,2023-02-04,Moderate,Quality,Process Failure,0,Product D,Shipping,Urgent,619,5,Pending,1
S764,2023-10-26,Minor,Safety,Equipment Malfunction,0,Product C,Packaging,Urgent,971,26,Resolved,1
S764,2023-02-14,Moderate,Quality,Equipment Malfunction,1,Product C,Manufacturing,Urgent,164,15,Resolved,1
S764,2023-11-09,Critical,Regulatory,Process Failure,0,Product C,Shipping,Urgent,592,12,Unresolved,0
S764,2023-07-28,Minor,Regulatory,Process Failure,0,Product C,Shipping,Urgent,509,9,Pending,1
S764,2024-08-19,Critical,Regulatory,Equipment Malfunction,1,Product D,Testing,Urgent,464,5,Pending,1
S764,2024-12-22,Minor,Regulatory,Equipment Malfunction,0,Product A,Packaging,Urgent,732,15,Pending,0
S764,2024-12-16,Critical,Documentation,Equipment Malfunction,0,Product A,Shipping,Urgent,527,26,Resolved,0
S764,2023-11-04,Critical,Documentation,Process Failure,0,Product C,Shipping,Urgent,518,19,Resolved,1
S764,2024-02-02,Minor,Regulatory,Process Failure,1,Product C,Shipping,Urgent,595,5,Unresolved,0
S764,2024-05-09,Minor,Regulatory,Human Error,0,Product C,Manufacturing,Formal,766,26,Pending,0
S764,2023-10-05,Moderate,Quality,Equipment Malfunction,0,Product B,Testing,Urgent,118,20,Unresolved,1
S764,2023-08-16,Critical,Regulatory,Equipment Malfunction,1,Product D,Packaging,Formal,790,9,Unresolved,0
S764,2023-04-08,Critical,Quality,Process Failure,1,Product C,Testing,Warning,775,28,Resolved,1
S764,2023-10-30,Minor,Quality,Equipment Malfunction,0,Product B,Manufacturing,Formal,919,2,Pending,0
S764,2024-04-18,Minor,Safety,Equipment Malfunction,0,Product B,Shipping,Warning,168,18,Pending,0
S764,2023-06-11,Moderate,Quality,Process Failure,0,Product C,Shipping,Urgent,816,5,Unresolved,0
S764,2023-05-22,Critical,Safety,Process Failure,0,Product C,Testing,Urgent,182,7,Pending,0
S764,2023-12-01,Moderate,Documentation,Equipment Malfunction,1,Product A,Packaging,Urgent,657,20,Unresolved,0
S764,2024-09-29,Critical,Safety,Human Error,0,Product C,Manufacturing,Warning,866,2,Unresolved,0
S764,2023-10-16,Moderate,Documentation,Human Error,0,Product D,Packaging,Formal,413,8,Resolved,1
S764,2024-03-08,Critical,Quality,Human Error,0,Product C,Packaging,Formal,972,21,Resolved,0
S764,2023-07-23,Minor,Safety,Equipment Malfunction,0,Product C,Manufacturing,Urgent,103,10,Pending,1
S764,2024-04-19,Critical,Safety,Human Error,1,Product C,Testing,Urgent,394,10,Unresolved,0
S764,2023-03-26,Critical,Quality,Human Error,0,Product B,Testing,Urgent,678,18,Pending,1
S764,2024-03-13,Moderate,Documentation,Human Error,0,Product A,Testing,Urgent,850,9,Unresolved,1
S764,2023-07-20,Minor,Regulatory,Human Error,1,Product D,Manufacturing,Warning,174,25,Pending,1
S765,2023-09-10,Critical,Regulatory,Process Failure,0,Product C,Manufacturing,Warning,769,28,Pending,0
S765,2023-05-21,Moderate,Quality,Process Failure,1,Product C,Manufacturing,Warning,450,11,Unresolved,0
S765,2024-08-01,Minor,Quality,Equipment Malfunction,1,Product B,Testing,Urgent,511,14,Pending,0
S765,2023-07-24,Minor,Quality,Equipment Malfunction,0,Product B,Manufacturing,Warning,352,29,Pending,0
S765,2023-03-27,Critical,Regulatory,Equipment Malfunction,1,Product C,Manufacturing,Warning,632,1,Unresolved,0
S765,2024-11-28,Critical,Safety,Equipment Malfunction,0,Product C,Shipping,Formal,703,12,Resolved,0
S765,2024-10-03,Moderate,Safety,Process Failure,0,Product D,Manufacturing,Urgent,758,12,Resolved,0
S765,2024-10-04,Moderate,Documentation,Equipment Malfunction,1,Product B,Shipping,Formal,489,22,Unresolved,1
S765,2024-01-13,Moderate,Documentation,Equipment Malfunction,1,Product D,Packaging,Urgent,103,11,Unresolved,0
S765,2023-12-19,Minor,Quality,Equipment Malfunction,1,Product D,Shipping,Warning,150,1,Resolved,1
S765,2024-01-26,Moderate,Documentation,Equipment Malfunction,1,Product C,Manufacturing,Urgent,692,2,Resolved,0
S765,2024-05-25,Minor,Quality,Equipment Malfunction,1,Product B,Shipping,Formal,894,24,Unresolved,1
S765,2023-03-28,Critical,Quality,Process Failure,0,Product B,Manufacturing,Urgent,513,14,Resolved,0
S765,2023-03-12,Moderate,Quality,Equipment Malfunction,1,Product A,Manufacturing,Formal,588,19,Resolved,1
S765,2024-05-04,Critical,Safety,Process Failure,0,Product B,Shipping,Warning,447,4,Pending,1
S765,2024-02-02,Moderate,Regulatory,Human Error,1,Product B,Packaging,Warning,903,15,Unresolved,1
S765,2024-04-12,Moderate,Quality,Process Failure,1,Product D,Shipping,Formal,752,26,Unresolved,1
S765,2024-01-09,Critical,Regulatory,Human Error,1,Product D,Manufacturing,Formal,340,5,Pending,0
S765,2024-10-25,Moderate,Documentation,Process Failure,1,Product C,Shipping,Urgent,985,13,Resolved,0
S765,2023-12-11,Minor,Documentation,Human Error,1,Product A,Testing,Warning,933,26,Unresolved,0
S765,2024-05-09,Critical,Quality,Equipment Malfunction,1,Product D,Manufacturing,Warning,618,1,Unresolved,0
S765,2023-06-10,Critical,Quality,Equipment Malfunction,0,Product A,Manufacturing,Urgent,545,14,Unresolved,0
S766,2024-07-25,Moderate,Quality,Process Failure,1,Product D,Testing,Warning,508,25,Pending,0
S766,2023-03-10,Moderate,Regulatory,Equipment Malfunction,0,Product C,Testing,Urgent,520,14,Unresolved,0
S766,2024-06-18,Minor,Safety,Process Failure,0,Product C,Testing,Formal,757,11,Unresolved,1
S766,2024-07-01,Critical,Quality,Equipment Malfunction,0,Product A,Testing,Formal,666,28,Pending,0
S766,2024-06-06,Critical,Regulatory,Equipment Malfunction,1,Product C,Shipping,Warning,358,18,Pending,0
S766,2023-08-09,Minor,Safety,Human Error,0,Product C,Testing,Urgent,897,23,Pending,1
S766,2024-11-01,Minor,Safety,Equipment Malfunction,0,Product A,Shipping,Formal,942,15,Unresolved,1
S766,2024-02-27,Minor,Documentation,Human Error,1,Product D,Shipping,Formal,530,29,Unresolved,0
S766,2024-08-02,Minor,Documentation,Process Failure,1,Product A,Manufacturing,Urgent,297,13,Resolved,1
S766,2024-04-26,Moderate,Safety,Process Failure,0,Product B,Shipping,Formal,664,16,Resolved,0
S766,2024-11-17,Minor,Quality,Equipment Malfunction,0,Product D,Testing,Formal,967,7,Unresolved,1
S766,2023-09-06,Critical,Quality,Equipment Malfunction,0,Product D,Testing,Warning,857,24,Unresolved,1
S766,2023-09-20,Critical,Safety,Equipment Malfunction,0,Product D,Testing,Warning,581,1,Resolved,0
S766,2024-12-31,Moderate,Documentation,Process Failure,1,Product C,Testing,Warning,595,22,Unresolved,0
S766,2023-05-06,Moderate,Safety,Human Error,0,Product A,Testing,Urgent,380,16,Pending,1
S766,2023-10-15,Minor,Quality,Human Error,1,Product A,Manufacturing,Urgent,521,20,Pending,1
S766,2024-05-26,Moderate,Quality,Process Failure,1,Product A,Manufacturing,Formal,545,22,Unresolved,1
S766,2023-09-01,Critical,Regulatory,Process Failure,1,Product A,Manufacturing,Warning,802,6,Unresolved,0
S766,2024-10-27,Critical,Safety,Process Failure,1,Product D,Manufacturing,Warning,860,9,Pending,0
S766,2023-10-18,Critical,Regulatory,Process Failure,0,Product D,Manufacturing,Warning,943,2,Resolved,1
S766,2023-04-20,Moderate,Safety,Human Error,1,Product D,Manufacturing,Warning,777,19,Pending,1
S766,2024-08-20,Critical,Safety,Equipment Malfunction,1,Product C,Packaging,Formal,464,17,Resolved,1
S766,2023-12-17,Moderate,Regulatory,Equipment Malfunction,0,Product C,Shipping,Formal,638,12,Pending,0
S766,2024-10-13,Minor,Documentation,Human Error,1,Product D,Testing,Formal,329,2,Resolved,1
S766,2024-10-12,Critical,Safety,Human Error,0,Product A,Shipping,Warning,815,9,Pending,1
S766,2023-01-28,Minor,Quality,Equipment Malfunction,1,Product A,Shipping,Formal,390,19,Resolved,1
S766,2023-08-07,Minor,Safety,Process Failure,1,Product B,Shipping,Formal,968,29,Unresolved,1
S766,2024-05-09,Minor,Documentation,Process Failure,1,Product C,Shipping,Warning,726,18,Unresolved,0
S766,2023-06-25,Minor,Quality,Process Failure,1,Product A,Manufacturing,Urgent,807,17,Pending,1
S766,2024-10-13,Critical,Safety,Equipment Malfunction,0,Product C,Manufacturing,Warning,580,10,Pending,1
S766,2024-08-15,Critical,Regulatory,Equipment Malfunction,1,Product B,Manufacturing,Formal,514,18,Pending,0
S766,2023-05-15,Moderate,Safety,Process Failure,0,Product A,Shipping,Warning,951,16,Unresolved,1
S766,2023-08-04,Moderate,Documentation,Process Failure,1,Product A,Manufacturing,Warning,527,11,Unresolved,1
S766,2024-09-25,Minor,Documentation,Process Failure,0,Product C,Manufacturing,Warning,142,2,Pending,1
S767,2024-04-16,Moderate,Documentation,Process Failure,1,Product C,Manufacturing,Warning,695,27,Unresolved,0
S767,2024-03-25,Moderate,Documentation,Human Error,0,Product C,Shipping,Urgent,464,2,Pending,0
S767,2023-06-18,Minor,Documentation,Equipment Malfunction,1,Product C,Packaging,Formal,970,5,Pending,1
S767,2024-11-18,Minor,Safety,Process Failure,1,Product B,Testing,Urgent,773,24,Unresolved,0
S767,2024-05-11,Moderate,Safety,Process Failure,1,Product A,Packaging,Warning,949,11,Unresolved,1
S767,2023-06-25,Moderate,Safety,Process Failure,0,Product C,Testing,Formal,874,12,Resolved,1
S767,2023-06-13,Moderate,Regulatory,Equipment Malfunction,1,Product A,Testing,Warning,574,10,Resolved,0
S767,2024-12-22,Critical,Quality,Equipment Malfunction,1,Product D,Packaging,Urgent,685,5,Pending,1
S767,2024-11-06,Minor,Quality,Human Error,0,Product D,Testing,Formal,981,17,Resolved,1
S767,2024-05-08,Moderate,Quality,Human Error,0,Product D,Testing,Urgent,121,13,Pending,1
S767,2023-07-26,Minor,Safety,Equipment Malfunction,1,Product B,Packaging,Warning,664,3,Unresolved,0
S767,2023-07-21,Critical,Safety,Equipment Malfunction,1,Product D,Testing,Formal,130,16,Pending,1
S767,2023-12-13,Minor,Safety,Equipment Malfunction,0,Product B,Packaging,Urgent,358,18,Unresolved,1
S767,2023-07-02,Minor,Safety,Human Error,1,Product A,Shipping,Formal,571,11,Unresolved,0
S767,2024-01-17,Critical,Documentation,Equipment Malfunction,1,Product D,Testing,Formal,413,14,Unresolved,0
S767,2024-12-17,Moderate,Regulatory,Equipment Malfunction,0,Product B,Shipping,Formal,271,28,Unresolved,0
S767,2024-06-02,Moderate,Regulatory,Equipment Malfunction,0,Product B,Packaging,Urgent,752,15,Resolved,1
S767,2023-10-31,Moderate,Documentation,Equipment Malfunction,1,Product D,Shipping,Formal,430,16,Unresolved,0
S767,2024-03-03,Critical,Safety,Human Error,0,Product C,Testing,Formal,490,10,Resolved,0
S768,2024-04-01,Moderate,Documentation,Equipment Malfunction,1,Product A,Packaging,Formal,304,15,Resolved,1
S768,2023-04-26,Minor,Safety,Process Failure,0,Product C,Testing,Urgent,520,19,Pending,1
S768,2024-05-06,Critical,Regulatory,Human Error,0,Product B,Shipping,Formal,963,27,Unresolved,0
S768,2024-11-25,Minor,Regulatory,Equipment Malfunction,1,Product D,Packaging,Warning,171,20,Pending,1
S768,2024-02-26,Critical,Documentation,Equipment Malfunction,0,Product D,Shipping,Warning,324,2,Unresolved,1
S768,2024-11-05,Critical,Documentation,Process Failure,1,Product C,Manufacturing,Formal,643,25,Resolved,0
S768,2023-06-30,Critical,Quality,Equipment Malfunction,1,Product D,Shipping,Urgent,838,28,Pending,0
S768,2024-02-24,Moderate,Regulatory,Process Failure,0,Product B,Testing,Urgent,611,25,Unresolved,0
S768,2024-11-01,Moderate,Safety,Equipment Malfunction,0,Product A,Shipping,Urgent,779,22,Unresolved,0
S768,2023-02-12,Minor,Regulatory,Equipment Malfunction,1,Product A,Shipping,Warning,892,27,Pending,1
S768,2024-11-18,Critical,Regulatory,Equipment Malfunction,1,Product D,Packaging,Formal,648,29,Pending,1
S768,2023-02-11,Minor,Quality,Process Failure,1,Product A,Testing,Formal,728,28,Pending,1
S768,2023-05-25,Critical,Regulatory,Process Failure,0,Product B,Manufacturing,Warning,522,23,Resolved,0
S768,2024-11-12,Minor,Safety,Equipment Malfunction,0,Product B,Manufacturing,Warning,733,25,Pending,0
S768,2024-06-28,Critical,Quality,Human Error,1,Product D,Shipping,Warning,752,1,Resolved,1
S768,2024-09-08,Critical,Quality,Equipment Malfunction,0,Product C,Shipping,Formal,813,9,Unresolved,1
S768,2024-01-21,Moderate,Quality,Equipment Malfunction,0,Product B,Testing,Urgent,730,22,Pending,1
S768,2023-06-22,Moderate,Quality,Equipment Malfunction,0,Product C,Packaging,Urgent,798,16,Unresolved,1
S768,2024-06-29,Minor,Regulatory,Process Failure,0,Product D,Shipping,Warning,709,8,Resolved,0
S768,2024-08-07,Critical,Regulatory,Equipment Malfunction,1,Product C,Packaging,Formal,246,1,Resolved,1
S768,2024-11-30,Moderate,Quality,Equipment Malfunction,1,Product B,Manufacturing,Formal,454,29,Unresolved,1
S768,2024-11-17,Critical,Quality,Equipment Malfunction,1,Product C,Shipping,Urgent,603,13,Unresolved,0
S768,2023-09-19,Minor,Documentation,Equipment Malfunction,1,Product B,Shipping,Urgent,625,19,Pending,1
S768,2024-03-08,Moderate,Documentation,Process Failure,1,Product D,Testing,Warning,457,29,Resolved,1
S768,2024-03-15,Moderate,Regulatory,Process Failure,0,Product C,Packaging,Urgent,452,1,Pending,0
S768,2024-08-01,Minor,Documentation,Human Error,0,Product D,Testing,Urgent,621,27,Pending,1
S768,2024-01-15,Minor,Regulatory,Process Failure,1,Product B,Packaging,Warning,642,29,Pending,0
S768,2023-08-18,Critical,Quality,Process Failure,0,Product C,Packaging,Warning,920,17,Pending,0
S768,2024-05-09,Minor,Regulatory,Human Error,0,Product A,Shipping,Warning,989,16,Resolved,1
S768,2023-02-07,Minor,Safety,Process Failure,0,Product A,Testing,Urgent,749,27,Pending,0
S768,2024-10-02,Critical,Documentation,Equipment Malfunction,1,Product D,Manufacturing,Formal,884,28,Unresolved,1
S769,2024-06-17,Critical,Regulatory,Process Failure,0,Product D,Manufacturing,Urgent,363,17,Pending,0
S769,2023-01-04,Moderate,Quality,Equipment Malfunction,0,Product A,Shipping,Formal,367,1,Resolved,1
S769,2024-12-08,Minor,Documentation,Human Error,0,Product D,Manufacturing,Urgent,265,17,Unresolved,1
S769,2023-08-08,Minor,Documentation,Human Error,1,Product A,Packaging,Formal,435,24,Resolved,1
S769,2023-06-24,Moderate,Quality,Human Error,0,Product C,Manufacturing,Formal,973,26,Resolved,0
S769,2024-06-23,Moderate,Quality,Equipment Malfunction,0,Product B,Shipping,Formal,348,26,Pending,1
S769,2023-08-09,Minor,Regulatory,Human Error,1,Product D,Manufacturing,Urgent,172,2,Resolved,0
S769,2024-09-26,Minor,Documentation,Human Error,0,Product D,Testing,Formal,914,18,Pending,0
S769,2023-11-14,Critical,Safety,Human Error,1,Product A,Testing,Urgent,784,3,Pending,0
S769,2024-06-30,Minor,Safety,Human Error,0,Product D,Testing,Urgent,880,1,Unresolved,1
S769,2023-01-13,Minor,Safety,Process Failure,1,Product A,Testing,Warning,155,11,Pending,0
S769,2024-12-13,Minor,Documentation,Human Error,0,Product A,Manufacturing,Formal,603,23,Resolved,0
S769,2023-12-21,Moderate,Safety,Human Error,1,Product B,Manufacturing,Warning,792,25,Resolved,1
S769,2023-05-02,Minor,Safety,Process Failure,0,Product C,Manufacturing,Urgent,392,10,Unresolved,0
S769,2023-07-16,Moderate,Safety,Human Error,1,Product A,Manufacturing,Warning,579,21,Resolved,1
S769,2024-06-05,Moderate,Regulatory,Human Error,1,Product D,Shipping,Formal,753,20,Pending,1
S769,2023-06-17,Minor,Documentation,Equipment Malfunction,1,Product B,Shipping,Warning,952,17,Pending,0
S769,2024-08-12,Critical,Safety,Process Failure,0,Product A,Manufacturing,Formal,920,10,Pending,0
S769,2023-06-26,Moderate,Regulatory,Human Error,0,Product A,Testing,Formal,683,26,Unresolved,0
S769,2023-04-29,Moderate,Documentation,Equipment Malfunction,0,Product C,Manufacturing,Formal,662,29,Unresolved,0
S769,2024-11-07,Critical,Regulatory,Process Failure,0,Product B,Testing,Formal,759,19,Resolved,1
S769,2023-03-29,Critical,Regulatory,Process Failure,0,Product A,Packaging,Urgent,784,9,Resolved,0
S769,2024-11-21,Minor,Safety,Human Error,1,Product D,Shipping,Urgent,272,12,Pending,0
S769,2023-10-30,Minor,Regulatory,Equipment Malfunction,0,Product D,Testing,Urgent,693,26,Unresolved,0
S769,2023-04-24,Moderate,Safety,Equipment Malfunction,1,Product D,Shipping,Warning,602,6,Resolved,1
S769,2024-08-07,Moderate,Documentation,Human Error,0,Product D,Shipping,Formal,710,24,Pending,0
S769,2023-11-08,Minor,Regulatory,Process Failure,0,Product D,Shipping,Warning,568,18,Pending,1
S769,2023-03-29,Minor,Safety,Equipment Malfunction,0,Product A,Shipping,Warning,730,14,Pending,1
S769,2023-04-28,Minor,Regulatory,Equipment Malfunction,0,Product A,Testing,Formal,935,6,Pending,1
S769,2023-06-02,Moderate,Documentation,Equipment Malfunction,1,Product B,Testing,Warning,155,26,Pending,0
S769,2024-12-20,Critical,Safety,Equipment Malfunction,1,Product B,Testing,Warning,605,27,Resolved,1
S769,2024-01-30,Minor,Regulatory,Process Failure,0,Product A,Manufacturing,Formal,991,24,Pending,0
S769,2024-07-06,Moderate,Quality,Equipment Malfunction,1,Product C,Packaging,Urgent,577,10,Resolved,0
S769,2024-04-01,Critical,Safety,Human Error,1,Product C,Packaging,Formal,331,11,Unresolved,1
S769,2023-08-19,Minor,Documentation,Human Error,0,Product B,Testing,Warning,657,15,Pending,0
S769,2023-07-30,Critical,Safety,Process Failure,1,Product A,Packaging,Warning,120,4,Pending,0
S769,2024-06-03,Critical,Safety,Human Error,0,Product C,Packaging,Urgent,279,15,Pending,1
S769,2023-11-22,Critical,Regulatory,Human Error,0,Product D,Testing,Warning,985,19,Unresolved,0
S770,2024-10-13,Minor,Quality,Equipment Malfunction,0,Product D,Packaging,Formal,288,19,Pending,0
S770,2023-06-29,Critical,Safety,Human Error,1,Product D,Testing,Urgent,705,7,Unresolved,1
S770,2023-01-27,Moderate,Safety,Process Failure,0,Product D,Packaging,Warning,430,12,Unresolved,1
S770,2024-06-03,Moderate,Safety,Equipment Malfunction,1,Product C,Manufacturing,Warning,816,16,Unresolved,1
S770,2024-08-21,Moderate,Quality,Process Failure,0,Product A,Shipping,Formal,293,15,Resolved,0
S770,2023-11-11,Critical,Quality,Human Error,1,Product B,Packaging,Warning,928,29,Unresolved,1
S770,2023-07-03,Minor,Safety,Human Error,0,Product A,Packaging,Urgent,820,11,Pending,0
S770,2024-07-22,Minor,Regulatory,Equipment Malfunction,0,Product D,Testing,Warning,647,17,Resolved,0
S770,2024-05-04,Critical,Regulatory,Process Failure,1,Product B,Packaging,Urgent,622,15,Resolved,0
S770,2023-05-12,Minor,Safety,Equipment Malfunction,0,Product A,Packaging,Formal,148,22,Resolved,1
S770,2023-09-23,Minor,Quality,Equipment Malfunction,1,Product D,Manufacturing,Formal,741,25,Resolved,1
S770,2023-05-10,Minor,Documentation,Equipment Malfunction,1,Product D,Testing,Formal,117,12,Resolved,1
S770,2023-01-21,Critical,Regulatory,Human Error,0,Product C,Manufacturing,Formal,931,1,Resolved,1
S770,2024-10-13,Minor,Safety,Equipment Malfunction,1,Product A,Packaging,Warning,960,4,Pending,1
S770,2024-12-17,Moderate,Safety,Equipment Malfunction,0,Product A,Testing,Urgent,327,28,Pending,1
S770,2024-04-03,Minor,Quality,Process Failure,0,Product D,Packaging,Urgent,461,23,Pending,0
S770,2024-06-20,Minor,Quality,Equipment Malfunction,1,Product A,Packaging,Formal,629,11,Resolved,1
S770,2023-05-20,Minor,Documentation,Equipment Malfunction,0,Product B,Testing,Formal,983,22,Resolved,1
S770,2023-04-14,Minor,Documentation,Process Failure,1,Product C,Packaging,Warning,797,9,Unresolved,1
S770,2023-01-26,Minor,Safety,Process Failure,1,Product B,Shipping,Urgent,675,17,Unresolved,0
S770,2024-08-17,Critical,Safety,Equipment Malfunction,1,Product A,Manufacturing,Urgent,718,1,Unresolved,1
S770,2024-07-25,Minor,Safety,Process Failure,1,Product D,Testing,Warning,475,12,Unresolved,1
S770,2023-01-27,Minor,Safety,Human Error,1,Product D,Manufacturing,Warning,789,6,Pending,0
S770,2023-12-05,Moderate,Regulatory,Human Error,1,Product B,Manufacturing,Urgent,171,14,Pending,0
